| All HIDL binderized services (registered with hwservicemanager)
VINTF    R Interface                                                                                              Thread Use Server Clients
X     ? android.hardware.audio.effect@7.0::I*/* (/vendor/lib/hw/)                     N/A        N/A    
X     ? android.hardware.audio.effect@7.0::I*/* (/vendor/lib64/hw/)                   N/A        N/A    
X     ? android.hardware.audio@2.0::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? android.hardware.audio@2.0::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? android.hardware.audio@4.0::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? android.hardware.audio@4.0::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? android.hardware.audio@5.0::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? android.hardware.audio@5.0::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? android.hardware.audio@6.0::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? android.hardware.audio@6.0::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? android.hardware.audio@7.0::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? android.hardware.audio@7.0::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? android.hardware.audio@7.1::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? android.hardware.audio@7.1::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? android.hardware.bluetooth.audio@2.0::I*/* (/vendor/lib/hw/)                  N/A        N/A    
X     ? android.hardware.bluetooth.audio@2.0::I*/* (/vendor/lib64/hw/)                N/A        N/A    
X     ? android.hardware.bluetooth@1.0::I*/* (/vendor/lib/hw/) (-qti)                 N/A        N/A    
X     ? android.hardware.bluetooth@1.0::I*/* (/vendor/lib64/hw/) (-qti)               N/A        N/A    
X     ? android.hardware.bluetooth@1.1::I*/* (/vendor/lib/hw/) (-qti)                 N/A        N/A    
X     ? android.hardware.bluetooth@1.1::I*/* (/vendor/lib64/hw/) (-qti)               N/A        N/A    
X     ? android.hardware.boot@1.0::I*/* (/vendor/lib/hw/) (-1.2-qti)                  N/A        N/A    
X     ? android.hardware.boot@1.0::I*/* (/vendor/lib64/hw/) (-1.2-qti)                N/A        N/A    
X     ? android.hardware.gatekeeper@1.0::I*/* (/vendor/lib/hw/) (-qti)                N/A        N/A    
X     ? android.hardware.gatekeeper@1.0::I*/* (/vendor/lib64/hw/) (-qti)              N/A        N/A    
X     ? android.hardware.graphics.mapper@4.0::I*/* (/vendor/lib/hw/) (-qti-display)   N/A        N/A    
X     ? android.hardware.graphics.mapper@4.0::I*/* (/vendor/lib64/hw/) (-qti-display) N/A        N/A    
X     ? android.hardware.renderscript@1.0::I*/* (/vendor/lib/hw/)                     N/A        N/A    
X     ? android.hardware.renderscript@1.0::I*/* (/vendor/lib64/hw/)                   N/A        N/A    
X     ? android.hardware.soundtrigger@2.1::I*/* (/vendor/lib/hw/)                     N/A        N/A    
X     ? android.hardware.soundtrigger@2.2::I*/* (/vendor/lib/hw/)                     N/A        N/A    
X     ? android.hardware.soundtrigger@2.2::I*/* (/vendor/lib64/hw/)                   N/A        N/A    
X     ? android.hardware.soundtrigger@2.3::I*/* (/vendor/lib/hw/)                     N/A        N/A    
X     ? android.hardware.soundtrigger@2.3::I*/* (/vendor/lib64/hw/)                   N/A        N/A    
X     ? android.hidl.memory@1.0::I*/* (/apex/com.android.vndk.v33/lib/hw/)            N/A        N/A    
X     ? android.hidl.memory@1.0::I*/* (/apex/com.android.vndk.v33/lib64/hw/)          N/A        N/A    
X     ? android.hidl.memory@1.0::I*/* (/system/lib/hw/)                               N/A        N/A    
X     ? android.hidl.memory@1.0::I*/* (/system/lib64/hw/)                             N/A        N/A    
X     ? com.dsi.ant@1.0::I*/* (/vendor/lib/hw/)                                       N/A        N/A    
X     ? com.dsi.ant@1.0::I*/* (/vendor/lib64/hw/)                                     N/A        N/A    
X     ? vendor.qti.esepowermanager@1.1::I*/* (/vendor/lib/hw/)                        N/A        N/A    
X     ? vendor.qti.esepowermanager@1.1::I*/* (/vendor/lib64/hw/)                      N/A        N/A    
X     ? vendor.qti.hardware.alarm@1.0::I*/* (/vendor/lib/hw/)                         N/A        N/A    
X     ? vendor.qti.hardware.alarm@1.0::I*/* (/vendor/lib64/hw/)                       N/A        N/A    
X     ? vendor.qti.hardware.bluetooth_audio@2.0::I*/* (/vendor/lib/hw/)               N/A        N/A    
X     ? vendor.qti.hardware.bluetooth_audio@2.0::I*/* (/vendor/lib64/hw/)             N/A        N/A    
X     ? vendor.qti.hardware.bluetooth_audio@2.1::I*/* (/vendor/lib/hw/)               N/A        N/A    
X     ? vendor.qti.hardware.bluetooth_audio@2.1::I*/* (/vendor/lib64/hw/)             N/A        N/A    
X     ? vendor.qti.hardware.bluetooth_sar@1.1::I*/* (/vendor/lib/hw/)                 N/A        N/A    
X     ? vendor.qti.hardware.bluetooth_sar@1.1::I*/* (/vendor/lib64/hw/)               N/A        N/A    
X     ? vendor.qti.hardware.btconfigstore@1.0::I*/* (/vendor/lib/hw/)                 N/A        N/A    
X     ? vendor.qti.hardware.btconfigstore@1.0::I*/* (/vendor/lib64/hw/)               N/A        N/A    
X     ? vendor.qti.hardware.btconfigstore@2.0::I*/* (/vendor/lib/hw/)                 N/A        N/A    
