elapsed_us,t_us,tick,sub_index,secondary_status,sensor_status,reference_accel_x,reference_accel_y,reference_accel_z,unknown_middle_s32_0,unknown_middle_s32_1,unknown_middle_s32_2,mag_body_x,mag_body_y,mag_body_z,mag_body_norm,mag_world_x,mag_world_y,mag_world_z,orientation_method,orientation_span_us,nearest_q_age_us,q_w,q_x,q_y,q_z,unknown_lead_hex,unknown_p28,unknown_p29_low,unknown_p32_bits23,unknown_p35_bits23,unknown_or_escalation_p38,unknown_p39,native_hex
7540,4184481192,3865,8,0x00,0x0D,6275584.466146397,-45327814.96090758,278657497.3359347,809323841,-1031129,268435655,0.03383751303327425,-0.05949314265882566,0.367083540489635,0.37340961022730235,0.1611196970968201,0.26666198353083237,-0.20583140371900716,slerp,13839,6341,-0.37170291938748595,0.910517509818404,-0.12476225015784415,0.13125998997586594,87A796F615BEACDBF2F48101,0x02,0x00,0x00,0x00,0x08,0x01,198F000D87A796F615BEACDBF2F48101414D3D302744F0FFC70000100240801820ECD40373420801
45059,4184518711,3894,7,0x00,0x0D,6170003.517645492,-45366551.64975363,278774148.5683846,-1338160190,-728025,1644164383,0.03210308592335394,-0.05987482451894032,0.36744903795992145,0.3736768633922201,0.1596560300459087,0.2677234145932328,-0.20607892561629837,slerp,15018,-7495,-0.3716939387448443,0.910524072725124,-0.12476967729226665,0.13123283322698098,A7A196760DBE3CDDF2F47001,0x01,0x00,0x00,0x0C,0x12,0x01,367F000DA7A196760DBE3CDDF2F47001C24B3DB027E4F4FF1FF5FF6101C03E1760A5D4FF83421201
75017,4184548669,3918,7,0x00,0x0D,6186031.268576943,-45348940.16717393,278714249.3451117,809323778,-1788889,-33555797,0.03325757239776435,-0.05952854601157481,0.3673060758497725,0.37358194183900745,0.16062868207965492,0.26701587601063087,-0.20606895865178754,slerp,13471,5940,-0.3716862730291803,0.910530238093498,-0.12477491868437397,0.13120678193745736,A79C96E602BEA4DEF2008001,0x00,0x00,0x00,0x04,0x09,0x01,4E7F000DA79C96E602BEA4DEF2008001024D3D3027B4E4FFABFAFFFD00C0141890E5D4577D420901
112494,4184586146,3948,7,0x00,0x0D,6289930.979126246,-45363577.29203185,278631322.33518434,-268612735,-351194,117438803,0.03268302655886384,-0.059903484375927726,0.36696080886677124,0.3732517152131781,0.1600080805613549,0.26723992497553434,-0.20566253806593265,slerp,14947,7436,-0.37167881138679715,0.9105372027024953,-0.12478221064669028,0.13117264793750927,87949616F6BD14E0F2047601,0x00,0x00,0x00,0x04,0x12,0x01,6C7F000D87949616F6BD14E0F2047601814BFDEF26A4FAFF53F9FF060040AA1710A0D4576D421201
127514,4184601166,3959,7,0x00,0x0D,6312390.289699143,-45500621.408248655,278692105.66567045,-268613185,13350,1627387940,0.03302559614356039,-0.05993248140770322,0.3669028148032203,0.37322951094313056,0.16030639913717704,0.2671130277576172,-0.20555475337894508,slerp,15057,7509,-0.3716790215797886,0.9105386115065577,-0.12478318344690091,0.13116134721044173,E79696D6F1BDD4DFF2F07D01,0x00,0x00,0x00,0x08,0x09,0x01,777F000DE79696D6F1BDD4DFF2F07D01BF49FDEF2634000024F8FF6000C0E917B09AD4AB6A420901
142504,4184616156,3972,7,0x00,0x0D,6165786.466225697,-45411000.9412708,278707929.53243804,-1606596092,-1768410,-1342178629,0.032221771448760615,-0.059701516677863525,0.3669028148032203,0.3731222174562372,0.15951789470944827,0.267213739968151,-0.20584228817023553,slerp,14967,7442,-0.37167487390182025,0.9105419452307796,-0.12478576264913177,0.131147502932723,479696E6ECBDACE0F2F47701,0x00,0x00,0x00,0x0C,0x24,0x01,847F000D479696E6ECBDACE0F2F47701044A3DA02604E5FFBBFAFFAF00C0541780C5D4AF6A422401
157541,4184631193,3983,7,0x00,0x0D,6013218.026251823,-45310991.1560525,278610924.4608653,1883065858,-998362,134215939,0.03164722560986011,-0.05964453413867679,0.36667218724816864,0.3728371095301234,0.15888999775885526,0.2672103594079999,-0.2058157007616661,slerp,16456,7512,-0.3716683499664837,0.9105460123552683,-0.12479133363976506,0.1311324523736206,C7909606E8BDCCE1F2FC7101,0x02,0x00,0x00,0x0C,0x09,0x01,8F7F000DC7909606E8BDCCE1F2FC7101024E3D7026C4F0FF03F9FF070240EA1610D0D4FF5F420901
195006,4184668658,4013,7,0x00,0x0D,6366883.276013581,-45481942.74415818,278790192.0159776,4016257,-687065,67107803,0.033260269796069046,-0.06013343758140317,0.36724808178622154,0.3736220408888146,0.16063568170176237,0.2673985745198979,-0.2056395135835032,slerp,15021,7503,-0.3716681908925945,0.910549341829853,-0.12480385456900164,0.13109786366133852,07889636DABD34E2F2F08201,0x03,0x00,0x00,0x08,0x1B,0x01,AD7F000D07889636DABD34E2F2F0820181483D002784F5FFDBFBFF03034015187075D4AB7A421B01
225023,4184698675,4037,7,0x00,0x0D,6164509.623966943,-45285310.548387095,278593804.32311386,1346194241,-1379290,-1174407181,0.032221771448760615,-0.05973051370963902,0.36696080886677124,0.37318388505865113,0.1595046517882433,0.26727576301056466,-0.20588381343005147,slerp,15004,-7479,-0.37167121953646415,0.9105509982873058,-0.12480974207524491,0.13107216473904448,67849646D1BD7CE1F2F07801,0x00,0x00,0x00,0x04,0x1B,0x01,C57F000D67849646D1BD7CE1F2F07801414B3D5026F4EAFFF3F7FFB900C0541720C0D4576D421B01
263033,4184736685,4067,7,0x00,0x0D,6141523.927011188,-45332592.240809806,278592206.81513053,-801289023,-1010650,-1107297633,0.031991143893709,-0.0596731939956642,0.3669028148032203,0.3730978408940453,0.1592428304438299,0.2672759883537184,-0.2059302451840888,slerp,15016,-7144,-0.3716658999095066,0.9105578299288651,-0.12481132028419108,0.13103828268338077,078296F6C3BD14E2F2EC7301,0x00,0x00,0x00,0x08,0x00,0x01,E37F000D078296F6C3BD14E2F2EC7301C14C3DD02694F0FF9FFAFFBD00002A17C0CAD4AB6A420001
292580,4184766232,4091,7,0x00,0x0D,6196011.074224471,-45369437.09679137,278718642.54346955,540888001,-1035225,-1207960917,0.032337759575862594,-0.05970185385265161,0.3671037709769202,0.3733299086777066,0.15962161874923142,0.2673140932129905,-0.2060080947703182,slerp,15022,7447,-0.3716614483290465,0.9105631495910794,-0.12481563402438513,0.13100983144718473,077F9686B9BD44E3F2EC7901,0x01,0x00,0x00,0x0C,0x12,0x01,FB7F000D077F9686B9BD44E3F2EC7901C14B3D202734F0FFABFAFFB701406A1770C5D4FF73421201
307614,4184781266,6,7,0x00,0x0D,6064252.611085142,-45342401.48140234,278746790.26110184,1614629762,300071,-134219436,0.03210713202081098,-0.05976018509099069,0.3670754482947209,0.37329148448562494,0.1593963595564528,0.26741234807369685,-0.20598536124526814,slerp,14975,7459,-0.3716604805636842,0.9105653123293597,-0.1248186078841664,0.1309947109450061,877C9696B3BD8CE3F2EC7301,0x00,0x00,0x00,0x04,0x12,0x01,0670000D877C9696B3BD8CE3F2EC7301824B3D602794040054F9FFF700803F17A0BAD4A772421201
